"","num_var","ngo_name","ngo_address","reg_no","reg_date","renewed_on","valid_until","district","county","remarks","type_ngo"
"116",116,"American Center for International Labour Solidarity ","House-09, Road-127, Gulshan- 01, Dhaka-1212 Phone: 8828403, Fax: 8820208 www.solidaritycenter.org","18   ","22-Apr-81   ","15-May-15   ","15-May-20   ","Dhaka   ","USA   ","   ","local"
"117",117,"Amity Manab Unnayan Sangstha ","Anwar Tower, Ragunathpur Bazar, Kachua, Dist: Chandpur. Phone: 01717-005315","2932  ","21-May-15  ","  ","21-May-20  ","Chandpur  ","Bangladesh  ","  ","local"
"118",118,"Amra Desher Shokti ","Gorostan Road, Biswas Para, Dist: Joypurhat","2815 ","17-Sep-13 ","17-Sep-18 ","17-Sep-28 ","Joypurhat ","Bangladesh "," ","local"
"119",119,"Amra Kaj Kory (AKK)  ","Alhaj Ali Alal Cheste Mohal, Jhiltuly, Faridpur Phone: 0631-63944","715  ","6-Jun-93  ","6-Jun-18  ","6-Jun-28  ","Faridpur  ","Bangladesh  ","  ","local"
"120",120,"AMRAH  ","Vill. Barkal, P.O. Islamabad, Chandanaish, Chittagong Phone: 031-650511","379  ","6-May-90  ","6-May-15  ","6-May-20  ","Chittagong  ","Bangladesh  ","  ","local"
"121",121,"Amrai Pari Paribarik Nirzaton Pratirodh Jote  ","House-6/4A (3rd Floor), Sir Sayed Road, Mohammadpur, Dhaka Phone: 9130265","2871   ","23-Jul-14   ","   ","23-Jul-19   ","Dhaka   ","Bangladesh   ","   ","local"
"122",122,"Amrock Academy Society   ","19, Akbarbad Estate, Shirishnagar, Khulna-9100 Phone: 041-721589 www.amaroksociety.org","2657   ","22-Sep-11   ","22-Sep-16   ","22-Sep-21   ","Khulna   ","USA   ","   ","local"
"123",123,"AMWAB (Association of Muslim Welfare Agencies in Bangladesh)  ","Room-01 (2nd Floor), Bangladesh Mosjed complex, New Elephant Road, Katabon, Dhaka-1000 Phone: 8650634, Fax: 8650634","687    ","6-Mar-93    ","6-Mar-13    ","6-Mar-18    ","Dhaka    ","Bangladesh    ","    ","local"
"124",124,"An Organization for Socio Economic Development (AOSED)  ","334, Sher-A-Bangla Road (1st Floor), Khulna-9100 Phone: 041-813574, 041- 731931 www.aosed.org","2235    ","27-May-07    ","27-May-12    ","27-May-17    ","Khulna    ","Bangladesh    ","    ","local"
"125",125,"Anabia Charitable Organization","Katabaria, Baonara, Rajbari, Cel: 01717900304","3143 ","1-Apr-18 "," ","1-Apr-28 ","Rajbari ","Bangladesh "," ","local"
"126",126,"Anando   ","134/3A, Babar Road, Block-A, Mohammadpur, Dhaka. Phone: 8119760 www.anando-bd.org","1180   ","18-Aug-97   ","18-Aug-17   ","18-Aug-27   ","Dhaka   ","Bangladesh   ","   ","local"
"127",127,"Anannya Jubo Mohila Samiti (AJMS) ","27, Nutunbazar, Approach Road, Khulna-9100 Phone : 041-721934","1743  ","5-Oct-02  ","5-Oct-07  ","5-Oct-12  ","Khulna  ","Bangladesh  ","  ","local"
"128",128,"Anannya Samaj Kallyan Sangstha  ","House-470 (1st Floor), Road- 08, DOHS, Baridhara, Dhaka- 1206 Phone: 8956854","955   ","9-Jul-95   ","9-Jul-15   ","9-Jul-20   ","Dhaka   ","Bangladesh   ","   ","local"
"129",129,"Andheri Hilfe Bangladesh  ","House-380, Road-28, New DOHS, Mohakhali, Dhaka. Phone: 01754-445505","2635  ","6-Apr-11  ","6-Apr-16  ","6-Apr-21  ","Dhaka  ","Germany  ","  ","local"
"130",130,"Andho Kollyan Samity- Patuakhali","Koler Pukur Par, Patuakhali Phone: 01716-238990","2722 ","1-Aug-12 "," ","1-Aug-17 ","Patuakhali ","Bangladesh "," ","local"
"131",131,"Angikar Jonokollyan Sangstha","22, Tatipara, Sylhet-3100 Phone: 0821-711422","1921 ","1-Mar-04 ","1-Mar-09 ","1-Mar-14 ","Sylhet ","Bangladesh "," ","local"
"132",132,"Angikar Manob Kalyan Kendra  ","Goorgola, PS: Kotwali, Dinajpur- 5200 Phone : 0531-65950, Fax: 9136297","1795   ","2-Jan-03   ","10-Feb-13   ","10-Feb-18   ","Dinajpur   ","Bangladesh   ","   ","local"
"133",133,"Animation Liberate for Organize (ALO) ","Village: Noadagram, P.O.+Dist: Jessore Phone : 73823","1711  ","1-Apr-02  ","1-Apr-17  ","1-Apr-27  ","Jessore  ","Bangladesh  ","  ","local"
"134",134,"Anirban Samaj Unnayan Sangstha (ASUS) ","Nahar Mansion, Gorosthan Road, Patuaakhali. Phone: 0441-62066","2334  ","17-Apr-08  ","17-Apr-18  ","17-Apr-28  ","Patuakhali  ","Bangladesh  ","  ","local"
"135",135,"Ankur ICT Development Foundation ","House No.-65, Road-06, Sector- 04, Uttara, Dhaka. Www.ankur.org.bd","2466  ","6-Jul-09  ","  ","6-Jul-14  ","Dhaka  ","Bangladesh  ","  ","local"
"136",136,"Annesha Foundation (AF)   ","31/2, Senpara Parbatta, Mirpur- 10, Dhaka. Phone: 8061693, Fax: 9005638 www.annesha-foundation.org","549   ","23-Oct-91   ","23-Oct-11   ","23-Oct-16   ","Dhaka   ","Bangladesh   ","   ","local"
"137",137,"Annopurna Janakallayan Sangstha  ","Seroil Railway Market, Block-B, Room-60, Goramara, Boalia, Rajshahi. Phone: 811399","2839   ","25-Nov-13   ","   ","25-Nov-18   ","Rajshahi   ","Bangladesh   ","   ","local"
"138",138,"Antar Society for Development    ","House-14(1st Fl.), Road-12, Block-Kha, Pisciculture Housing society, Shekhertek, Adabor, Mohammadpur, Dhaka-1207 Phone: 9144502, Fax: 9144502 www.antarsd.org","1740     ","19-Sep-02     ","19-Sep-17     ","19-Sep-27     ","Dhaka     ","Bangladesh     ","     ","local"
"139",139,"Anukul Foundation ","Goalanda, Rajbari Phone: 01727-211905","2972 ","28-Sep-15 "," ","28-Sep-20 ","Rajbari ","Bangladesh "," ","local"
"140",140,"Anuvab   ","Thana Para Road, Boda, Panchagar Phone: 05653-56180, 01712- 676857","1473   ","20-Jan-00   ","20-Jan-15   ","20-Jan-25   ","Panchagar   ","Bangladesh   ","   ","local"
"141",141,"Aparajeyo Bangladesh      ","Sornali Garden-Probal, 14/3/A, Baishteki (Opposite BRTA Maingate), Mirpur-13, Dhaka-1216 Phone: 9021261-63, Fax: 9029556 www.aparajeyo.org","908      ","21-Feb-95      ","21-Feb-15      ","21-Feb-20      ","Dhaka      ","Bangladesh      ","      ","local"
"142",142,"Apasenth International  ","House-82, Road-16, Sector-11, Uttara, Dhaka Phone: 0171221857","3096  ","30-Oct-17  ","  ","30-Oct-27  ","Dhaka  ","UK  ","  ","local"
"143",143,"Apex  ","House-83, Road-23, Gulshan-1, Dhaka. Phone: 01713-046662, 9862109","1645  ","7-Jun-01  ","7-Jun-16  ","7-Jun-21  ","Dhaka  ","Bangladesh  ","  ","local"
"144",144,"Apex Foundation   ","Mulghar Govt. High School More, PO: Mulgar, PS: Fakirhat, Bagerhat Phone: 01818-225120","2884   ","21-Aug-14   ","   ","21-Aug-19   ","Bagerhat   ","Bangladesh   ","   ","local"
"145",145,"Appeal Action for People with Employment and Appropriate Literacy","Khord Gobindhapur, Post: Hatjikra, Thana: Chargat, Dist.: Rajshahi.","2097  ","22-May-06  ","  ","22-May-11  ","Rajshahi  ","Bangladesh  ","  ","local"
"146",146,"ARA","Rasulpur, Sadar, Satkhira","3131","7-Jan-18","","7-Jan-28","Sathkhira","Bangladesh","","local"
"147",147,"Arafah Shakti Foundation     ","32/8 Ka(3rd Fl.), Block-C, Tajmahal Road, Mohammadpur, Dhaka-1207 Phone: 9123412, 9104581, Fax: 02-9136697 www.asf.com.bd","2795     ","19-Jun-13     ","     ","19-Jun-18     ","Dhaka     ","Bangladesh     ","     ","local"
"148",148,"ARAM Foundation ","P.O:Rajbati, Thana: Kotwali, Dist: Dinajpur","1606 ","3-Jan-01 "," ","3-Jan-06 ","Dinajpur ","Bangladesh "," ","local"
"149",149,"Area Develoment Organization (ADO) ","Katakhali Bazar Keshabpur, Jessore. Phone:01927-367329","1871  ","13-Sep-03  ","13-Sep-13  ","13-Sep-18  ","Jessore  ","Bangladesh  ","  ","local"
"150",150,"ARK Foundation  ","132/A, Niketon, Road-3, Gulshan, Dhaka Phone: 9871585","2837  ","25-Nov-13  ","25-Nov-18  ","25-Nov-28  ","Dhaka  ","Bangladesh  ","  ","local"
"151",151,"Arnout Education and Growth Foundation  ","152/A (2nd Floor), Benapole Road, Railgate, Chanchra, Jessore Phone: 01713-409465","2536   ","1-Feb-10   ","1-Feb-15   ","1-Feb-20   ","Jessore   ","Bangladesh   ","   ","local"
"152",152,"Arsenic Mitigation and Research Foundation  ","Shologhar Bus Stand, Vill: Shologhar, UZ: Sreenagor, Dist: Munshiganj. Phone: 01711-391521","1844   ","19-Jun-03   ","19-Jun-18   ","19-Jun-28   ","Munshiganj   ","Netherlands   ","   ","local"
"153",153,"Arshi Nagar Sebamulak Unnayan Sangstha ","LGED Road, Lalmonirhat Sadar, Lalmonirhat-5500 Phone: 01737-908442","2501  ","25-Oct-09  ","25-Oct-14  ","25-Oct-19  ","Lalmonirhat  ","Bangladesh  ","  ","local"
"154",154,"Arter Asha ","Senpara, Rangpur Phone : 62269","643 ","5-Aug-92 ","5-Aug-02 ","5-Aug-07 ","Rangpur ","Bangladesh "," ","local"
"155",155,"Article 19  ","House-1/B, Road-01, 2nd Floor, Shaymoli, Dhaka. Phone: 01713-039669","2705  ","29-May-12  ","29-May-17  ","29-May-27  ","Dhaka  ","UK  ","  ","local"
"156",156,"Aruni Samaj Kallayan Sagstha","Bakpara, Chowgacha, Jessore Phone: 01712350175","3060 ","14-Dec-16 "," ","14-Dec-21 ","Jessore ","Bangladesh "," ","local"
"157",157,"ASA   ","23/3, Block # B, Khilji Road, Mohammadpur, Dhaka Phone :81109345, Fax: 9121861 www.asa.org.bd","120   ","14-Jan-82   ","14-May-15   ","14-May-20   ","Dhaka   ","Bangladesh   ","   ","local"
"158",158,"Narail Asar Alo Foundation.  ","Vowakhali, Ratangonj, Narail. Phone: 0481-62005 www.asharslonri.org","1825  ","30-Apr-03  ","30-Apr-18  ","30-Apr-28  ","Narail  ","Bangladesh  ","  ","local"
"159",159,"ASD-Bangladesh (Association for Sustainable Development in Bangladesh)","House-125(R), Tanteepara, Dist: Magura-7600 Phone: 01715-351758, Fax: 48863329","2131   ","24-Aug-06   ","24-Aug-11   ","24-Aug-16   ","Magura   ","Bangladesh   ","   ","local"
"160",160,"ASDDW (Association for Social Development & Distressed Welfare) ","Vill: Chalna bazar, P.O.: Chalna Bazar, Upazila: Dacope, Dist.: Khulna-9270 Phone: 01721-760833","2551   ","15-Mar-10   ","15-Mar-15   ","15-Mar-20   ","Khulna   ","Bangladesh   ","   ","local"
"161",161,"Ased Habigonj (Association for Socio Economic Development)","50 Antarango, New Muslim Quarter, Habiganj Phone: 01915-469393","2895  ","30-Sep-14  ","  ","30-Sep-19  ","Habiganj  ","Bangladesh  ","  ","local"
"162",162,"Ashar Alo  ","Parulia, Upazilla: Debhatta, Dist.: Satkhira Phone: 01972789149","2135  ","21-Sep-06  ","21-Sep-16  ","21-Sep-21  ","Sathkhira  ","Bangladesh  ","  ","local"
"163",163,"Ashar Alo Kollyan Songstha","Vill+PO: Chapreshir Hat, Thanak: Kabirhat, Noakhali","3071 ","3-Jan-17 "," ","3-Jan-22 ","Noakhali ","Bangladesh "," ","local"
"164",164,"Ashar Alo Society   ","House-13, Road-06, Block-Kha, Shakertek, Adabor, Mohammadpur, dhaka-1207 Phone: 01711-396888","2181   ","28-Dec-06   ","28-Dec-16   ","28-Dec-21   ","Dhaka   ","Bangladesh   ","   ","local"
"165",165,"ASHIKA Development Associates.  ","Khambhe House (1st Floor), K. K. Roy Road, Dist: Rangamati Hill District-4500. Phone: 0351-62676","2129   ","24-Aug-06   ","23-Aug-16   ","23-Aug-26   ","Rangamati   ","Bangladesh   ","Name change 16.05.2018  ","local"
"166",166,"Ashirbad  ","401/11, New Eskaton Road, Moghbazar, Dhaka Phone : 9348356","1540  ","25-Jun-00  ","25-Jun-15  ","25-Jun-20  ","Dhaka  ","Bangladesh  ","  ","local"
"167",167,"Asho Jati Gori   ","Housing State, Goalchamot, Faridpur. Phone: 0631-62212 www.eshojatigor.com","1755   ","2-Nov-02   ","2-Nov-17   ","2-Nov-27   ","Faridpur   ","Bangladesh   ","   ","local"
"168",168,"Asho Samaj Gori (ASG)  ","South Kurigram, Ratanganj, Narail-7501 Phone: 0481-62917","568  ","3-Dec-91  ","2-Dec-16  ","2-Dec-26  ","Narail  ","Bangladesh  ","  ","local"
"169",169,"ASHOKA : Innovators for the Public  ","House-19/1, (2nd floor), R- 15(New), 28(Old), Dhanmondi R/A, Dhaka. Phone : 8115868","403   ","13-Nov-90   ","10-Nov-01   ","10-Nov-06   ","Dhaka   ","USA   ","   ","local"
"170",170,"Ashokta Punarbashan Sangstha ","Luxmipur, Jhoutala More, Rajpara, Rajshahi-6000 Phone: 0721-810745","2571  ","16-May-10  ","16-May-15  ","16-May-20  ","Rajshahi  ","Bangladesh  ","  ","local"
"171",171,"Ashokti Punarbashan Nibash (APON)  ","9/7 Iqbal Road, Mohammadpur, Dhaka. Phone: 8152020 www.aponbd.org","1333   ","11-Jan-99   ","11-Jan-09   ","11-Jan-14   ","Dhaka   ","Bangladesh   ","   ","local"
"172",172,"Ashraf Foundation   ","Chowgacha Bazar, Chowgacha, Jessore Phone : 04224-56645, Fax: 04224-56645","1192   ","5-Oct-97   ","5-Oct-17   ","5-Oct-27   ","Jessore   ","Bangladesh   ","   ","local"
"173",173,"ASHRAI  ","House-180, Sector-03, Road- 04, Upashahar, Rajshahi-6202 Phone: 01777-785775","555  ","12-Nov-91  ","12-Nov-16  ","12-Nov-21  ","Dhaka  ","Bangladesh  ","  ","local"
"174",174,"Ashroy Foundation    ","16 (14 Old), Ahsan Ahmed Road, Khulna-9100. Phone: 041-812113, Fax: 041- 812113 www.ashroyfoundation.org","2313    ","3-Mar-08    ","3-Mar-18    ","3-Mar-28    ","Khulna    ","Bangladesh    ","    ","local"
"175",175,"Ashroy Mohila Samity   ","Naldanga Road, Post- Naldanga, P.S. Kaliganj, Dist. Jhenidha. Phone: 01715-671028","1876   ","6-Oct-03   ","6-Oct-18   ","6-Oct-28   ","Jhenaidah   ","Bangladesh   ","   ","local"
"176",176,"Ashtha Social Development Organisation","Munshiganj, Dinajpur Phone: 01715-269722, 8101506","1723 ","29-Jun-02 ","29-Jun-12 ","29-Jun-17 ","Dinajpur ","Bangladesh "," ","local"
"177",177,"Asia Arsenic Network  ","House-46, Road-13/C, Block-E, Banani, Dhaka-1213. Phone: 9894493, Fax: 9894498","1609  ","16-Jan-01  ","16-Jan-16  ","16-Jan-21  ","Dhaka  ","Japan  ","  ","local"
"178",178,"Asian Disaster Preparedness Centre   ","House-477, Roomy House (3rd Floor), Road-32, New DOHS, Mohakhali, Dhaka Phone: 8871951 www.adpc.net","2641    ","10-May-11    ","10-May-16    ","10-May-21    ","Dhaka    ","Thailand    ","    ","local"
"179",179,"Asian Industrial and Technical Development Association (AITDA)","House # 1/E, Road # 2, Sector # 3, Uttara, Dhaka Phone : 231669","752  ","18-Sep-93  ","18-Sep-03  ","18-Sep-08  ","Dhaka  ","Japan  ","  ","local"
"180",180,"Asian Institute of Millennium Environment and Development (AIMED)","Suite No.- 6 (2nd Floor), Banani Super Market, Kamal Ataturk Avenue, Banani, Dhaka.","2128  ","22-Aug-06  ","  ","22-Aug-11  ","Dhaka  ","Bangladesh  ","  ","local"
"181",181,"Asiatic Society of Bangladesh","5 Old Secretariat Road, Nimtola, Ramna, Dhaka.","2038 ","19-Jul-05 "," ","19-Jul-10 ","Dhaka ","Bangladesh "," ","local"
"182",182,"Aso Gori Sonar Bangla  ","Housing Gate, P.O:Hanail, Joypurhat Phone: 0571-63207","1804  ","3-Oct-03  ","10-Mar-18  ","10-Mar-28  ","Joypurhat  ","Bangladesh  ","  ","local"
"183",183,"Aspada Paribesh Unnayan Foundation ","Shapna Kutir, G/23, Bhaluka Pourashaba, Bhaluka, Mymensingh.","2394  ","19-Nov-08  ","19-Nov-18  ","19-Nov-28  ","Mymensingh  ","Bangladesh  ","  ","local"
"184",184,"Asrayyan Sheba Sangstha (ASS)  ","Jlhikorgacha Road, PO: Monirampur, UZ: Monirampur, Dist: Jessore. Phone: 04227-78318","2099   ","5-Jun-06   ","5-Jun-16   ","5-Jun-21   ","Jessore   ","Bangladesh   ","   ","local"
"185",185,"Assemblies of God Mission  ","401/1, New Eskaton Road, Dhaka Phone :8316452, Fax: 8313978","107  ","3-Sep-81  ","16-May-16  ","16-May-26  ","Dhaka  ","USA  ","  ","local"
"186",186,"Assistance for Blind Children (ABC)   ","47/14, Indira Road, West Razabazar, Tejgaon, Dhaka- 1215 Phone: 8119320, Fax: 8119320 www.abcchild.org","12    ","22-Apr-81    ","15-May-15    ","15-May-25    ","Dhaka    ","Bangladesh    ","    ","local"
"187",187,"Assistance for Development Programme (ADP) ","House-298 (G. Floor), Road-02, Baitul Aman Housing Society, Adabor, Shaymoli, Dhaka-1207 Phone: 8121826","1004   ","3-Feb-96   ","3-Feb-16   ","3-Feb-26   ","Dhaka   ","Bangladesh   ","   ","local"
"188",188,"Assistance for Humanitarian Development (AHD)","House-24, Road-07, Senpara Parbata, Mirpur-10, Dhaka. Phone: 9016185","1485  ","16-Feb-00  ","16-Feb-15  ","16-Feb-20  ","Dhaka  ","Bangladesh  ","  ","local"
"189",189,"Assistance for Poor Peoples of Bangladesh (APPB)","Vill.: Uttar Sujalpur, Post+Upazila: Birgonj, Dist. Dinajpur","1996  ","11-Jan-05  ","  ","11-Jan-10  ","Dinajpur  ","Bangladesh  ","  ","local"
"190",190,"Assistance for Social Organisation & Development (ASOD) ","Gazi Khurshid Bay, 814-A, Block-B, Lalmatia, Dhaka. Phone: 9119091 www.asod.bd.com","363   ","3-Mar-90   ","3-Mar-10   ","3-Mar-15   ","Dhaka   ","Bangladesh   ","   ","local"
"191",191,"Assistance for the Livelihood of the Origins (ALO)   ","Pankhaiapara, Post Box No. 19, Khagrachari Sadar, Dist: Khagrachari. Phone: 0371-62067, Fax: 0371- 62559 www.alo","2225     ","18-Apr-07     ","18-Apr-17     ","18-Apr-27     ","Khagrachari     ","Bangladesh     ","     ","local"
"192",192,"Associate Social Improvement Foundation (ASIF)","Police Line Road, Kumerkhali, Pirojpur. Phone: 01684-008777","2971  ","28-Sep-15  ","  ","28-Sep-20  ","Barisal  ","Bangladesh  ","  ","local"
"193",193,"Associates In Training And Management (AITAS) ","House No. 45, Road-02, Ring Road, Mohammadpur, Dhaka. Phone : 9121828, 8112479","1201  ","20-Oct-97  ","20-Oct-17  ","20-Oct-27  ","Dhaka  ","Bangladesh  ","  ","local"
"194",194,"Association for Alternative Development (AFAD) ","R.K. Road, Khalilganj Bazar, Kurigram Phone: 0581-61249","2443  ","26-May-09  ","26-May-14  ","26-May-19  ","Kurigram  ","Bangladesh  ","  ","local"
"195",195,"Association for Bangladesh Social Advancement (ABSA)","Vill- Latifpur, PO- Jamindar Hat, PS- Begumgonj, Dist. Noakhali. Phone: 01716-629299","1817  ","20-Apr-03  ","20-Apr-13  ","20-Apr-18  ","Noakhali  ","Bangladesh  ","  ","local"
"196",196,"Association for Better Social Expectation ","1143, Nurer Chala, Boatgate Road, Vatara, Badda, Dhaka Phone: 01914-385138","2973  ","28-Sep-15  ","  ","28-Sep-20  ","Dhaka  ","Bangladesh  ","  ","local"
"197",197,"Association for Community Development  ","House # 41, Sagarpara, Ghoramara, Rajshahi-6100 Phone : 0721-770660, Fax: 775383","415   ","2-Dec-90   ","2-Dec-10   ","2-Dec-15   ","Rajshahi   ","Bangladesh   ","   ","local"
"198",198,"Association for Development & Social Work","16/1-B, Talabagh, Sobhanbagh, Dhaka Phone: 01819-270208","2893  ","25-Sep-14  ","  ","25-Sep-19  ","Dhaka  ","Bangladesh  ","  ","local"
"199",199,"Association for Disaster Mitigation & Development ","95/2, Siddeshwari Circular Road (4th floor), Dhaka. Phone : 9333535","740  ","2-Sep-93  ","2-Sep-13  ","2-Sep-18  ","Dhaka  ","Bangladesh  ","  ","local"
"200",200,"Association for Environment and Human Resource Development  ","68, Khilgaon Chowdhurypara (4th Fl.), Dhaka-1219 Phone: 9352792, Fax: 9352792  www.afeahrd.org","1887    ","13-Nov-03    ","13-Nov-13    ","13-Nov-18    ","Dhaka    ","Bangladesh    ","Cancelled on 09/08/2010, Revived on 23/12/2010 ","local"
"201",201,"Association for Initiatives of Development (AFID)","55, Purana Paltan, Dhaka. Phone : 9557223","1784 ","1-Aug-03 "," ","1-Aug-08 ","Dhaka ","Bangladesh "," ","local"
"202",202,"Association for Integrated Development (AID)    ","Haji Koramot Ali Super Market, Kodomtola, Tajpur, Osmaninagor, Sylhet  Phone: 0821-761448, Fax: 0821- 761526","1216     ","19-Nov-97     ","19-Nov-18     ","19-Nov-28     ","Sylhet     ","Bangladesh     ","Cancelled on 13/04/2010, Revived on 22/04/2012  ","local"
"203",203,"Association For Integrated Development Comilla   ","Vill.: Rajapur, Post: Raghupur, Comilla Sadar, Comilla. Phone: 081-72003, Fax: 081- 62444 www.aidcomilla.com","1145    ","17-Mar-97    ","17-Mar-17    ","17-Mar-22    ","Comilla    ","Bangladesh    ","    ","local"
"204",204,"Association for Integrated Human Development (AIHD)","Mosuriapara, House-127, Isha Khan Road, Iswardi, Pabna Phone: 01711-134932","2233  ","23-May-07  ","23-May-17  ","23-May-27  ","Pabna  ","Bangladesh  ","  ","local"
"205",205,"Association for Integrated Socio Economic Development for Under Privileged People (AISDUP)","Rokeya Manjil Puratan Hatkhola Chaklapara, Jhenidha Phone : 0451-62616, Fax: 0451- 61468","1858    ","22-Jul-03    ","22-Jul-18    ","22-Jul-28    ","Jhenaidah    ","Bangladesh    ","    ","local"
"206",206,"Association for Land Reform and Development ","1/3, Block-F, Lalmatia, Mohammadpur, Dhaka-1207 Phone : 9114660, Fax: 8141810","570  ","8-Dec-91  ","8-Dec-16  ","8-Dec-21  ","Dhaka  ","Bangladesh  ","  ","local"
"207",207,"Association for Multi Development Program for Poor and Destitute  (AMPPD) ","F-6 (1st Floor), Shatabdi Centre, 292, Iner Circular Road, Dhaka.  Phone: 01611-781049, 01822- 634356","1334     ","11-Jan-99     ","11-Jan-14     ","11-Jan-19     ","Dhaka     ","Bangladesh     ","Cancelled on 13/04/2010, Revived on 12/5/2016  ","local"
"208",208,"Association for Nutritional Development & Rural Advancement (ANDRA)","House-27, Road-12, Sector-03, Uttara, Dhaka Phone: 01729-860251","2901  ","21-Oct-14  ","  ","21-Oct-19  ","Dhaka  ","Bangladesh  ","  ","local"
"209",209,"Association for Peopes Development Strem  ","Sheltech Bilss, 93 Suhrawardi Avenue, Block-K, Baridhara, Dhaka Phone: 02-8814824","3032   ","28-Jul-16   ","   ","28-Jul-21   ","Dhaka   ","Bangladesh   ","   ","local"
"210",210,"Association for Pisciculture and Cattle Development (APCD) ","Guatala Bazar, Guatala, UZ: Dhobaura, Dist: Mymensingh Phone: 01711-173318 ","1335   ","12-Jan-99   ","12-Jan-14   ","12-Jan-19   ","Mymensingh   ","Bangladesh   ","Cancelled on 11/07/2010, Revived on 11/4/2012","local"
"211",211,"Association for Prevention of Septic Abortion, Bangladesh. ","House # 71, Block # C, Avenue # 5, Section # 6, Mirpur, Dhaka. Phone : 8012392 www.bapsa-bd.org","203   ","23-Jan-86   ","23-Jan-16   ","23-Jan-21   ","Dhaka   ","Bangladesh   ","   ","local"
"212",212,"Association for Realisation of Basic Needs (ARBAN)  ","6/2, Lalmatia (2nd Fl.), Block-B, Mohammadpur, Dhaka-1207 Phone: 01917-705600, Fax: 8122250","288   ","16-Mar-89   ","16-Mar-14   ","16-Mar-19   ","Dhaka   ","Bangladesh   ","   ","local"
"213",213,"Association for Renovation of Community Health Education Services(ARCHES) ","House # 72 (4th Floor), Road- 03, Janata Co-operation Housing Society Ltd., Adabore, Dhaka-1207 Phone : 0751-64364","418    ","19-Dec-90    ","19-Dec-15    ","19-Dec-20    ","Dhaka    ","Bangladesh    ","    ","local"
