num_var,ngo_name,ngo_address,reg_no,reg_date,renewed_on,valid_until,district,country,remarks
135,ASA,"23/3, Block # B, Khilji Road,
Mohammadpur, Dhaka
Phone :81109345, Fax: 9121861
www.asa.org.bd",120,14-Jan-82,14-May-20,14-May-30,Dhaka,Bangladesh,
136,"ASD-Bangladesh
(Association for
Sustainable
Development in
Bangladesh)","House-125(R), Tanteepara, Dist:
Magura-7600
Phone: 01715-351758, Fax:
048863329",2131,24-Aug-06,24-Aug-11,24-Aug-16,Magura,Bangladesh,
137,"ASDDW (Association
for Social Development
& Distressed Welfare)","Vill: Chalna bazar, P.O.: Chalna
Bazar, Upazila: Dacope, Dist.:
Khulna-9270
Phone: 01721-760833",2551,15-Mar-10,15-Mar-20,15-Mar-30,Khulna,Bangladesh,
138,"Ased Habigonj
(Association for Socio
Economic
Development)","50 Antarango, New Muslim Quarter,
Habiganj
Phone: 01915-469393",2895,30-Sep-14,30-Sep-19,30-Sep-29,Habiganj,Bangladesh,
139,Ashar Alo,"Parulia, Upazilla: Debhatta, Dist.:
Satkhira
Phone: 01972789149",2135,21-Sep-06,21-Sep-21,21-Sep-31,Sathkhira,Bangladesh,
140,"Ashar Alo Kollyan
Songstha","Vill+PO: Chapreshir Hat, Thanak:
Kabirhat, Noakhali",3071,03-Jan-17,03-01-22,02-Jan-32,Noakhali,Bangladesh,
141,Ashar Alo Society,"House-13, Road-06, Block-Kha,
Shakertek, Adabor, Mohammadpur,
dhaka-1207
Phone: 01711-396888",2181,28-Dec-06,28-Dec-21,27-Dec-31,Dhaka,Bangladesh,
142,"ASHIKA Development
Associates.","Khambhe House (1st Floor), K.
K. Roy Road, Dist: Rangamati Hill
District-4500.
Phone: 0351-62676",2129,24-Aug-06,23-Aug-16,23-Aug-26,Rangamati,Bangladesh,"Name
change
16.05.2018"
143,Ashirbad,"401/11, New Eskaton Road,
Moghbazar, Dhaka
Phone : 9348356",1540,25-Jun-00,25-Jun-20,25-Jun-30,Dhaka,Bangladesh,
144,Asho Jati Gori,"Housing State, Goalchamot,
Faridpur.
Phone: 0631-62212
www.eshojatigor.com",1755,02-Nov-02,02-Nov-17,02-Nov-27,Faridpur,Bangladesh,
145,Asho Samaj Gori (ASG),"South Kurigram, Ratanganj, Narail-
7501
Phone: 0481-62917",568,03-Dec-91,02-Dec-16,02-Dec-26,Narail,Bangladesh,
146,"Ashokta Punarbashan
Sangstha","Luxmipur, Jhoutala More, Rajpara,
Rajshahi-6000
Phone: 0721-810745",2571,16-May-10,16-May-15,16-May-20,Rajshahi,Bangladesh,
147,"Ashokti Punarbashan
Nibash (APON)","9/7 Iqbal Road, Mohammadpur,
Dhaka.
Phone: 8152020
www.aponbd.org",1333,11-Jan-99,11-Jan-14,11-Jan-24,Dhaka,Bangladesh,
148,Ashraf Foundation,"Chowgacha Bazar, Chowgacha,
Jessore
Phone : 04224-56645, Fax: 04224-
56645",1192,05-Oct-97,05-Oct-17,05-Oct-27,Jessore,Bangladesh,
149,ASHRAI,"House-180, Sector-03, Road-04,
Upashahar, Rajshahi-6202
Phone: 01777-785775",555,12-Nov-91,12-Nov-21,11-Nov-31,Dhaka,Bangladesh,
150,Ashroy Foundation,"16 (14 Old), Ahsan Ahmed Road,
Khulna-9100.
Phone: 041-812113, Fax: 041-
812113
www.ashroyfoundation.org",2313,03-Mar-08,03-Mar-18,03-Mar-28,Khulna,Bangladesh,
151,Ashroy Mohila Samity,"Naldanga Road, Post- Naldanga,
P.S. Kaliganj, Dist. Jhenidha.
Phone: 01715-671028",1876,06-Oct-03,06-Oct-18,06-Oct-28,Jhenaidah,Bangladesh,
152,"Ashtha Social
Development
Organisation","Apart-D-1, Agrani Al Monwara
Apartment, 129, Boro Moghbazar,
Dhaka
Phone: 01715-269722, 8101506",1723,29-Jun-02,29-Jun-17,28-Jun-27,Dhaka,Bangladesh,
153,Aso Gori Sonar Bangla,"Housing Gate, P.O:Hanail,
Joypurhat
Phone: 0571-63207",1804,03-Oct-03,10-Mar-18,10-Mar-28,Joypurhat,Bangladesh,
154,"Aso Somaj Gori Mohila
Unnayan Sangstha
(ASGMUS)","Komirdha, Malmara, Islampur,
District: Jamalpur, Mob:
01759758124, 01843177753",3243,29-Sep-20,,29-Sep-30,Jamalpur,Bangladesh,
155,"Aspada Paribesh
Unnayan Foundation","Shapna Kutir, G/23, Bhaluka
Pourashaba, Bhaluka,
Mymensingh.",2394,19-Nov-08,19-Nov-18,19-Nov-28,Mymensingh,Bangladesh,
156,"Asrayyan Sheba
Sangstha (ASS)","Jlhikorgacha Road, PO:
Monirampur, UZ: Monirampur, Dist:
Jessore.
Phone: 04227-78318",2099,05-Jun-06,05-Jun-16,05-Jun-21,Jessore,Bangladesh,
157,"Assistance for Blind
Children (ABC)","47/14, Indira Road, West
Razabazar, Tejgaon, Dhaka-1215.
Phone: 8119320, Fax: 8119320
www.abcchild.org",12,22-Apr-81,15-May-15,15-May-25,Dhaka,Bangladesh,
158,"Assistance for
Development
Programme (ADP)","House-298 (G. Floor), Road-02,
Baitul Aman Housing Society,
Adabor, Shaymoli, Dhaka-1207
Phone: 8121826",1004,03-Feb-96,03-Feb-16,03-Feb-26,Dhaka,Bangladesh,
159,"Assistance for
Humanitarian
Development (AHD)","House-24, Road-07, Senpara
Parbata, Mirpur-10, Dhaka.
Phone: 9016185",1485,16-Feb-00,16-Feb-15,16-Feb-20,Dhaka,Bangladesh,
160,"Assistance for Poor
Peoples of Bangladesh
(APPB)","Vill.: Uttar Sujalpur, Post+Upazila:
Birgonj, Dist. Dinajpur",1996,11-Jan-05,,11-Jan-10,Dinajpur,Bangladesh,
161,"Assistance for Social
Organisation &
Development (ASOD)","Gazi Khurshid Bay, 814-A, Block-B,
Lalmatia, Dhaka.
Phone: 9119091
www.asod.bd.com",363,03-Mar-90,03-Mar-10,03-Mar-15,Dhaka,Bangladesh,
162,"Assistance for the
Livelihood of the Origins
(ALO)","Pankhaiapara, Post Box No. 19,
Khagrachari Sadar, Dist:
Khagrachari.
Phone: 0371-62067, Fax: 0371-
62559",2225,18-Apr-07,18-Apr-17,18-Apr-27,Khagrachari,Bangladesh,
163,"Associate Social
Improvement
Foundation (ASIF)","Police Line Road, Kumerkhali,
Pirojpur.
Phone: 01684-008777",2971,28-Sep-15,,28-Sep-20,Barisal,Bangladesh,
164,"Associates In Training
And Management
(AITAS)","House No. 45, Road-02, Ring
Road, Mohammadpur, Dhaka.
Phone : 9121828, 8112479",1201,20-Oct-97,20-Oct-17,20-Oct-27,Dhaka,Bangladesh,
165,"Association for
Alternative
Development (AFAD)","R.K. Road, Khalilganj Bazar,
Kurigram
Phone: 0581-61249",2443,26-May-09,26-May-19,26-May-29,Kurigram,Bangladesh,
166,"Association for
Bangladesh Social
Advancement (ABSA)","Vill- Latifpur, PO- Jamindar Hat, PS-
Begumgonj, Dist. Noakhali.
Phone: 01716-629299",1817,20-Apr-03,20-Apr-13,20-Apr-18,Noakhali,Bangladesh,
167,"Association for Better
Social Expectation","1143, Nurer Chala, Boatgate Road,
Vatara, Badda, Dhaka
Phone: 01914-385138",2973,28-Sep-15,,28-Sep-20,Dhaka,Bangladesh,
168,"Association for
Community
Development","House # 41, Sagarpara,
Ghoramara, Rajshahi-6100
Phone : 0721-770660, Fax: 775383",415,02-Dec-90,02-Dec-20,02-Dec-30,Rajshahi,Bangladesh,
169,"Association for
Development & Social
Work","16/1-B, Talabagh, Sobhanbagh,
Dhaka
Phone: 01819-270208",2893,25-Sep-14,25-Sep-19,25-Sep-29,Dhaka,Bangladesh,
170,"Association for Disaster
Mitigation &
Development","95/2, Siddeshwari Circular Road
(4th floor), Dhaka.
Phone : 9333535",740,02-Sep-93,02-Sep-13,02-Sep-18,Dhaka,Bangladesh,
171,"Association for
Environment and
Human Resource
Development","68, Khilgaon Chowdhurypara (4th
Fl.), Dhaka-1219
Phone: 9352792, Fax: 9352792
www.afeahrd.org",1887,13-Nov-03,13-Nov-13,13-Nov-18,Dhaka,Bangladesh,"Cancelled on
09/08/2010,
Revived on
23/12/2010"
172,"Association for
Initiatives of
Development (AFID)","55, Purana Paltan, Dhaka.
Phone : 9557223",1784,01-Aug-03,,01-Aug-08,Dhaka,Bangladesh,
173,"Association for
Integrated Development
(AID)","Haji Koramot Ali Super Market,
Kodomtola, Tajpur, Osmaninagor,
Sylhet
Phone: 0821-761448, Fax: 0821-
761526",1216,19-Nov-97,19-Nov-18,19-Nov-28,Sylhet,Bangladesh,"Cancelled on
13/04/2010,
Revived on
22/04/2012"
174,"Association For
Integrated Development
Comilla","Vill.: Rajapur, Post: Raghupur,
Comilla Sadar, Comilla.
Phone: 081-72003, Fax: 081-62444
www.aidcomilla.com",1145,17-Mar-97,17-Mar-22,17-Mar-32,Comilla,Bangladesh,
175,"Association for
Integrated Human
Development (AIHD)","Mosuriapara, House-127, Isha
Khan Road, Iswardi, Pabna
Phone: 01711-134932",2233,23-May-07,23-May-17,23-May-27,Pabna,Bangladesh,
176,"Association for
Integrated Socio
Economic Development
for Under Privileged
People (AISDUP)","Rokeya Manjil
Puratan Hatkhola
Chaklapara, Jhenidha
Phone : 0451-62616, Fax: 0451-
61468",1858,22-Jul-03,22-Jul-18,22-Jul-28,Jhenaidah,Bangladesh,
177,"Association for Land
Reform and
Development","1/3, Block-F, Lalmatia,
Mohammadpur, Dhaka-1207
Phone : 9114660, Fax: 8141810",570,08-Dec-91,08-Dec-16,08-Dec-21,Dhaka,Bangladesh,
178,"Association for Multi
Development Program
for Poor and Destitute
(AMPPD)","F-6 (1st Floor), Shatabdi Centre,
292, Iner Circular Road, Dhaka.
Phone: 01611-781049, 01822-
634356",1334,11-Jan-99,11-Jan-14,11-Jan-19,Dhaka,Bangladesh,"Cancelled on
13/04/2010,
Revived on
12/5/2016"
179,"Association for
Nutritional Development
& Rural Advancement
(ANDRA)","House-27, Road-12, Sector-03,
Uttara, Dhaka
Phone: 01729-860251",2901,21-Oct-14,21-10-19,20-Oct-29,Dhaka,Bangladesh,
180,"Association for Peopes
Development Strem","Sheltech Bilss, 93 Suhrawardi
Avenue, Block-K, Baridhara, Dhaka
Phone: 02-8814824",3032,28-Jul-16,28-07-21,27-Jul-31,Dhaka,Bangladesh,
181,"Association for
Pisciculture and Cattle
Development (APCD)","Guatala Bazar, Guatala, UZ:
Dhobaura, Dist: Mymensingh
Phone: 01711-173318",1335,12-Jan-99,12-Jan-14,12-Jan-19,Mymensingh,Bangladesh,"Cancelled on
11/07/2010,
Revived on
11/04/2012"
182,"Association for
Prevention of Septic
Abortion, Bangladesh.","House # 71, Block # C, Avenue # 5,
Section # 6, Mirpur, Dhaka.
Phone : 8012392
www.bapsa-bd.org",203,23-Jan-86,23-Jan-21,23-Jan-31,Dhaka,Bangladesh,
183,"Association for
Realisation of Basic
Needs (ARBAN)","6/2, Lalmatia (2nd Fl.), Block-B,
Mohammadpur, Dhaka-1207
Phone: 01917-705600, Fax:
8122250",288,16-Mar-89,16-Mar-19,16-Mar-29,Dhaka,Bangladesh,
184,"Association for
Renovation of
Community Health
Education
Services(ARCHES)","House # 72 (4th Floor), Road-03,
Janata Co-operation Housing
Society Ltd., Adabore, Dhaka-1207
Phone : 0751-64364",418,19-Dec-90,19-Dec-20,19-Dec-30,Dhaka,Bangladesh,
185,"Association for Rights &
Peace","Raniganj Bazar Road, Dinajpur.
Phone: 01793-2254874",2909,30-Dec-14,30-12-19,29-Dec-29,Dinajpur,Bangladesh,
186,"Association for Rural
Advancement in
Bangladesh(ARAB)","Bautha Road, Manikganj Town,
Manikganj.
Phone: 0651-61264, Fax: 0651-
62086",1205,23-Oct-97,23-Oct-17,23-Oct-27,Manikganj,Bangladesh,
187,"Association for Rural
Development (ARD)","Patil Bari Road, Narsingdi
Phone : 63465",887,09-Jan-95,09-Jan-05,09-Jan-10,Narsingdhi,Bangladesh,
188,"Association for Rural
Development (ARD)
Gazipur","House-151, Block-C, South
Chayabithi, Dist: Gazipur-1700
Phone : 9262446, 01819237065,
Web:www.ardbd.org",1323,15-Dec-98,15-Dec-13,15-Dec-18,Gazipur,Bangladesh,"Cancelled on
25/10/2010,
Revived on
26/01/2015"
189,"Association for Rural
Distress People (ARDP)","79 Middle Pirerbag, Mirpur, Dhaka-
1216.
Phone: 8012628",2355,05-May-08,05-May-13,05-May-18,Dhaka,Bangladesh,
190,"Association for Rural
Peoples Advancement
(ARPA)","Vill: Kamardiar, PO: Natore, Dist:
Natore
Phone: 01712-270784
www.arpa.org.bd",2908,29-Dec-14,29-12-19,28-Dec-29,Natore,Bangladesh,
191,"Association for Rural
Poor","1074, Karam Patty, P.O.:
Kishorganj, Dist: Kishorganj.
Phone: 01711-383828",1703,27-Nov-01,27-Nov-16,27-Nov-26,Kishorganj,Bangladesh,
192,"Association for Rural
Society-ARS","House-Y/15, (Groud Floor) Razia
Sultana Road, Mohammadpur,
Dhaka
Phone: 8153143
www.arsbd.org",2426,07-Apr-09,07-Apr-19,07-Apr-29,Dhaka,Bangladesh,
193,"Association for
Sanitation and
Economic Development","206/1/Gha, Ahmed Nagar (3rd
Floor), Paikpara, Mirpur-1, Dhaka-
1216.",2062,25-Jan-06,25-Jan-11,25-Jan-16,Dhaka,Bangladesh,
194,"Association for Social
Action and Improvment
(ASAI)","Chottor Noyapara (Salna Road),
Shimultoli, Sadar, Gazipur-1703
Phone: 9204821, Fax: 9204821",1891,07-Dec-03,06-Dec-13,06-Dec-18,Gazipur,Bangladesh,
195,"Association for Social Advancement and Rural Sector-09, Uttara Model Town, Rehabilitation (ASAR)","House-4 (1st Floor), Road-1/B,
Dhaka-1230
Phone: 8932409
www.asarr.com.bd",2152,05-Nov-06,05-Nov-16,5-Nov-26,Dhaka,Bangladesh,
196,"Association for Social
Development of
Bangladesh
Association for Social","10/E/1, Road-02, Tolarbagh, Mirpur-1, Dhaka-1216, Mob: 01715849474",3244,04-Oct-20,,4-Oct-30,Dhaka,Bangladesh,
197,"Association for Social
Development
Organisation (ASDO)","Vill: Soverchar, PO: Gualerchar,
UZ: Islampur, Dist: Jamalpur
Phone: 01713-966357",1557,21-Aug-00,21-Aug-20,21-Aug-30,Jamalpur,Bangladesh,"Cancelled on
13/04/2010,
Revived on
03/10/2011"
198,"Association for Social
Economic
Development(ASED)","Noyapara, P.O. + Dist. Jamalpur. 
",1075,17-Sep-96,17-Sep-06,17-Sep-11,Jamalpur,Bangladesh,
199,"Association for Social
Organisation in
Paharpur (ASOP)","Vill: Ronahar, PO: A, Paharpur, UZ:
Bodalgachi, Dist: Naogaon
Phone: 01715-453060",1469,18-Jan-00,18-Jan-15,18-Jan-20,Naogaon,Bangladesh,
200,"Association for Society
Actual Development
(ASAD)","Chachkoir Bazar, Gurudaspur,
Natore
Phone: 07724-74357",1696,13-Nov-01,13-Nov-11,13-Nov-16,Natore,Bangladesh,
201,Association for Socio Economic Advancement of Bangladesh (ASEAB),"Vill: Bharara, PO: Bhawbanga, UZ: Sadar, Pabna Phone: 0731-51453 
",950,28-Jun-95,28-Jun-20,28-Jun-30,Pabna,Bangladesh,
202,"Association for Socio
Economic and Human
Upliftment (ASHU)","Moni Villa, B-2/1, East Rajshon,
UZ: Savar, Dhaka
Phone: 01857-623324",1463,29-Dec-99,29-Dec-19,29-Dec-29,Dhaka,Bangladesh,"Cancelled on
15/04/2010,
Revived on
12/5/2016"
203,"Association for the
Disabled Development
(ADD)","Katabari (Noni Gopal More), PO:
Phulbari, Phulbari, Dinajpur
Phone: 0532756458",3076,3-Jan-17,3-Jan-22,2-Jan-32,Dinajpur,Bangladesh,
204,"Association for
Underprivileged
Peoples Education and
Welfare Programme
(AUPEWP)","House-44, road-12, DIT Project
Merul Badda, Dhaka-1212.
Phone: 8836856",1692,4-Nov-01,4-Nov-16,4-Nov-21,Dhaka,Bangladesh,
205,"Association for Village
Advancement (AVA)","11/A, Jahra Monjil, Mujte Sarak,
Faridpur.
Phone: 0631-64682/61437",216,14-Feb-87,14-Feb-22,13-Feb-32,Faridpur,Bangladesh,
206,"Association for Women
Empowerment and
Child Rights (AWAC)","Rangunia College Road, Rangunia,
Chittagong
Phone: 031-251901, 2572396
www.awac-bd.org",2182,11-Jan-07,15-Jan-17,15-Jan-22,Chittagong,Bangladesh,
207,"Association of
Development Agencies
in Bangladesh (ADAB)","House-13/Ka (2nd Floor), Road,-02,
Shyamoli, Dhaka-1207
Phone: 9126358",113,17-Jan-81,15-May-20,15-May-30,Dhaka,Bangladesh,
208,"Association of
Development for
Economic & Social Help (ADESH)","House-Priya-5/2, Block-C, Anandapur City Love, Saver, Dhaka Phone :7745150, Fax: 7745150 Mobile :01713-000210 www.adesh.bd.org",595,3-Feb-92,3-Feb-22,2-Feb-32,Dhaka,Bangladesh,
209,"Association of
Excellence Charity-
Bangladesh","College Road (Kuwait Madrasha),
Ward # 06, Borhanuddin
Paurosava, Upazila: Borhanuddin,
District: Bhola.
Cell: 017957828725",3144,09-Apr-18,,9-Apr-28,Bhola,Bangladesh,"Name
changed
on
06/10/201
9"
210,"Association of
Grassroots Women
Entrypreneurs
Bangladesh (AGWEB)","BGIC Tower (7th Floor), 34,
Topkhana Road, Dhaka, Phone:
9556443",2994,20-Jan-16,,20-Jan-21,Dhaka,Bangladesh,
211,"Association of Human
Development Program
(AHDP)","Jahangir Tower (7th Floor), 10,
Kawran Bazar, Dhaka-1215.",1853,03-Jul-03,03-Jul-13,02-Jul-23,Dhaka,Bangladesh,
212,"Association of Local
Internal Vision
Enlightenment (ALIVE)","Ukilpara, Arappur, Jhenaidah-7300
Phone: 0451-61242
www.alvie.ngobd.goolepages.org",2331,07-Apr-08,07-Apr-18,07-Apr-28,Jhenaidah,Bangladesh,
213,"Association of Voluntary
Action for Society
(AVAS)","AVAS Bhaban, Amir Kutir Lane,
Alekanda, Barisal-8200
Phone: 0431-2173131",1600,17-Dec-00,17-Dec-20,17-Dec-30,Barisal,Bangladesh,
214,"Association of Workers
For Alternative Rural
Development (AWARD)","House-19, Road-38, Block-C,
Shahjalal Upashahr, Sylhet-3100
Phone: 01716-782719",1590,29-Nov-00,29-Nov-20,29-Nov-30,Sylhet,Bangladesh,"Cancelled on
13/04/2010,
Revived on
18/01/2015"
215,"Association of Zonal
Approach Development
(AZAD)","Salam Nagar, Uttar Rastar Para,
Post: Khurushkul Sadar, Dist:
Cox'sbazar.
Phone: +8801712-112734, +88
01825-082965, +88 01784-302528,",1083,13-Oct-96,13-Oct-21,12-Oct-31,Cox'sBazar,Bangladesh,
216,"ASTHA (An Association
of Rural Development &
Authentic Help)","19, Girls School Road, Amlapara,
Bagerhat.
Phone: 0468-62880",2530,18-Jan-10,,18-Jan-15,Bagerhat,Bangladesh,
217,Atma Biswas,"Vill: Cinema Hall Para, P.P.:
Chuadanga, UZ: Chudanga, Dist:
Chuadanga.
Phone: 0761-63828, Fax: 0761-
63828",990,16-Nov-95,16-Nov-20,15-Nov-30,Chuadanga,Bangladesh,
218,"Atmanirvarshil Samaj
Unnayan Protisthan
(ASUP)","Sawyabazar, P.O. Palima, Tangail",642,30-Jul-92,30-Jul-07,30-Jul-12,Tangail,Bangladesh,
219,"Attma Shahajjo
Karmasuchi","Shahid Fazlu Sharak, Pirojpur
Phone: 01717-008968",2980,04-Nov-15,04-11-20,03-Nov-30,Pirojpur,Bangladesh,
220,"Aungkur Palli Unnayan
Kendra","Vill. Sreenathdi, P.O. Datta Kendua,
P.S. & Dist. Madaripur
Phone: 01711-548762",711,06-Jun-93,06-Jun-18,06-Jun-28,Madaripur,Bangladesh,
221,"Aungon Mohila
Sangstha","Vill: South Topkhola, PO & PS:
Faridpur, Dist: Faridpur
Phone: 01938-067078",2974,05-Oct-15,05-Oct-20,05-Oct-30,Faridpur,Bangladesh,
222,"Austha Manabik
Unnayan Kendra","48/13-A R.K. Mission Road, Dhaka.
Phone: 01711-526865",2696,22-May-12,,22-May-17,Dhaka,Bangladesh,
223,"Ava Development
Society","Gopalpur, P.O. Gopalpur, PS:
Lalpur, Dist.: Natore
Phone: 07725-75202
www.ava.org.bd",2557,04-Apr-10,04-Apr-20,04-Apr-30,Natore,Bangladesh,
224,Awaj Foundation,"House-61/1 (3rd Floor), New Airport
Road, Mohakhali, Dhaka-1212.
Phone: 8834042",2363,22-May-08,22-May-18,22-May-28,Dhaka,Bangladesh,
,,,,,,,,,
225,"Ayesha Abed
Foundation","75, BRAC Centre, Mohakhali C/A.,
Dhaka
Phone : 9881265",141,18-Apr-83,15-May-16,15-May-26,Dhaka,Bangladesh,
226,AYON,"Thakurgaon Pourashava Bhabon,
Thakurgaon
Phone : 01714-383688",558,12-Nov-91,12-Nov-11,12-Nov-16,Thakurgaon,Bangladesh,
227,"Azad Unnayan
Sangstha","Vill: Latabaria, P.O. Latabaria,
Upazila+Dist.:Barguna.
Phone: 01703-657936",2534,31-Jan-10,31-Jan-20,31-Jan-30,Barguna,Bangladesh,
228,B B Foundation,"House-11, Road-4, Dhanmondi,
Dhaka.
PhoneL 01977-221120",3025,26-May-16,,26-May-21,Dhaka,Bangladesh,
229,Badabon Sangho,"Village: Katamari, Post: Vakotmari,
Upazila: Rampal, Dist: Bagerhat,
Mob: 01732396585",3174,03-Dec-18,,03-Dec-28,Bagerhat,Bangladesh,
230,Badda Self Helf Centre,"G.P. Cha-63/5, Uttar Badda,
Badda, Dhaka-1212.
Phone : 018-30995",311,29-Jul-89,27-Jul-04,27-Jul-09,Dhaka,Bangladesh,
231,"Badhu Mata Seba
Samity","East Burgona Road, Barisal",1071,05-Sep-96,05-Sep-01,05-Sep-06,Barisal,Bangladesh,
232,"Badiakhali Dustha Mata
Mohila Samity","Vill: Taluk Rifaithpur, PO:
Badiakhali, Gaibandhal.
Phone: 01724-162319",865,08-Oct-94,08-Oct-19,07-Oct-29,Gaibandha,Bangladesh,
233,"Badiakhali Tran &
Punorbasan Sangstha","Village: Refaithpur, PO: Badiakhali,
Dist: Baibandha.
Phone: 01713-002759",2768,27-Feb-13,27-Feb-18,27-Feb-28,Gaibandha,Bangladesh,
234,"Baghni Nivedita
Manchya","Bus Stand Road, Keshabpur,
P.O.+Thana: Keshabpur, Jessore
Phone: 04226, 56542, Fax: 04226-
56561
01711-000612",757,18-Oct-93,18-Oct-18,18-Oct-28,Jessore,Bangladesh,
235,"Bahumukhi Desh
Unnayan Sangsad","Ellenga Bazar, Krishi Bank, P.O;
Ellenga, Thana: Kalihati, Tangail.",1715,13-May-02,15-May-12,15-May-22,Tangail,Bangladesh,
236,"Bahumukhi Unnayan
Society","Vill. Nabagram, P.O. Shashikar,
P.S. Kalkini, Dist: Madaripur
Phone: 01711-425233",279,29-Nov-88,29-Jan-13,29-Jan-18,Madaripur,Bangladesh,
237,Bakergonj Forum,"BGF Center, Rahamganj,
Bakerganj, Barisal
Phone: 0438-74123",2602,11-Oct-10,11-Oct-20,11-Oct-30,Barisal,Bangladesh,
238,"Bakultali Mohila
Sangshad (BMS)","Joymonirhat, Bhurungamari,
Kurigram
Mob: 01734685454",3190,17-Feb-19,,17-Feb-29,Kurigram,Bangladesh,
239,BALAKA,"Vill+PO: Enayetpur, Dist. Sirajgonj.",802,13-Feb-94,13-Feb-14,13-Feb-19,Sirajganj,Bangladesh,
,,,,,,,,,
240,"Balanced Economic &
Social Development
Association(BESDA)","34, Baira, Mai Road, Sonadanga,
Khulna.
Phone: 0172729078",2731,24-Sep-12,,24-Sep-17,Khulna,Bangladesh,
241,"Balipara Nari Kallyan
Samity (BNAS)","Ujanipara, Bandarban Sadar,
Bandarban.
Phone: 0361-62944, 63179",1656,19-Aug-01,19-Aug-21,19-Aug-31,Bandarban,Bangladesh,
242,"Banaful Social Welfare
Organisation","Chowdhury Tower (1st Floor),
Mohammadpur, Chittagong-4212
Phone: 031-652822, Fax: 031-
2550727",199,23-Jan-86,15-May-20,15-May-30,Chittagong,Bangladesh,
243,"Banchte Chai Samaj
Unnayan Samity","Vill+PO: Laxmipur, UZ: Atghoria,
Pabna
Phone: 0731-64935",700,22-Apr-93,22-Dec-18,22-Dec-28,Pabna,Bangladesh,
244,Banchte Shekha (BS),"Shaheed Mashiur Rahman Road,
Arabpur, Jessore-7400
Phone: 0421-66436, Fax: 0421-
68884
web: www.banchteshekha.org",146,06-Jul-83,15-May-20,15-May-30,Jessore,Bangladesh,
245,"Bandan Samaj Unnayan
Sangstha","Hossainpur, J.B., Road, Sirajganj.
Phone: 01715-549658",2790,30-May-13,30-May-18,30-May-28,Sirajganj,Bangladesh,
246,Bandan Society,"Moksedpur, Dist: Kishorgonj.
Phone: 01725-842587, 0941-61519",2606,01-Nov-10,01-Nov-20,01-Nov-30,Kishorganj,Bangladesh,
247,"Bandhan, Noakhali","Vill: Sonapur, PO: Sonapur,
Upazilla: Sadar, Dist: Noakhali-
3802
Phone: 0321-61241",166,22-Apr-84,15-May-15,15-May-20,Noakhali,Bangladesh,
248,"Bandhu Social Welfare
Society","99 Kakrail, Dhaka-1000
Phone : 9339898, 9356868
Fax: 9330148
www.bandhu-bd.org",1225,11-Dec-97,11-Dec-17,11-Dec-27,Dhaka,Bangladesh,
249,Bangali Foundation,"College Para, Chowgacha, Jessore.
Phone: 01711-363797",2526,13-Jan-10,13-Jan-15,13-Jan-20,Jessore,Bangladesh,
250,Bangla Hope,"Vill: Hazrapur, Mazina, Panchbibi,
Joypur.
Phone: 01741-339765",1973,25-Oct-04,25-Oct-19,25-Oct-29,Joypurhat,Bangladesh,
251,"Bangladesh Academy
for Agriculture","11/8, Iqbal Road, Mohammadpur
Dhaka",1368,13-Apr-99,13-Apr-04,13-Apr-09,Dhaka,Bangladesh,
252,"Bangladesh Agricultural
Working Peoples
Association (BAWPA)","1 Kagmari,Distr: Tangail.
Phone: 01716379101",637,28-Jul-92,28-Jul-17,28-Jul-27,Dhaka,Bangladesh,
253,"Bangladesh Aids
Prevention Society
(BAPS)","8/1, New Circular Road (1st Fl.),
West Malibah, Dhaka-1000
Phone: 9344745",1753,28-Oct-02,28-Oct-12,28-Oct-17,Dhaka,Bangladesh,
254,"Bangladesh Alliance for
Social Equity
Foundation","151/3, Monipuri Para (3rd Floor),
Tejgaon, Dhaka
Phone: 01766-684239",2987,12-Nov-15,,12-Nov-20,Dhaka,Bangladesh,
,,,,,,,,,
255,"Bangladesh Alliance for
Women Leadership","The Reveee, Flat-C, House-11,
Road-33, Gulshan, Dhaka.
Phone: 985308, Fax: 9855306
www.bdawl.com",2603,12-Oct-10,12-Oct-15,12-Oct-20,Dhaka,Bangladesh,
256,"Bangladesh Association
for Community
Education (BACE)","50, Purana Polton Line, Dhaka
Phone : 9355173, Fax: 9345173
www.bacebd.org",89,22-Apr-81,15-May-20,15-May-30,Dhaka,Bangladesh,
257,"Bangladesh Association
for Maternal & Neonatal
Health (BAMANEH)","13/3, Shyamoli, Road-2, Dhaka-
1207
Phone: 9111168",116,14-Jan-82,15-May-20,15-May-30,Dhaka,Bangladesh,
258,"Bangladesh Association
for Sustainable
Development","110- Monipuripara (1st Floor),
Tejgaon, Dhaka-1215.
Phone: 9102326, Fax: 9102324
website: basdbd.org",886,09-Jan-95,09-Jan-20,09-Jan-30,Dhaka,Bangladesh,
259,"Bangladesh Association
for the Aged & Institute
of Geriatric Medicine","Agargaon, Sher-e-Bangla Nagar,
Dhaka",429,09-Jan-91,,09-Jan-96,Dhaka,Bangladesh,
260,"Bangladesh Association
of Women for Self
Empowerment(BAWSE)","322/2 North Goran, Shipahibagh,
Dhaka-1219
Phone: 7210627",1349,17-Feb-99,17-Feb-14,17-Feb-19,Dhaka,Bangladesh,
